	ID	NARRATIVE	HERO	VILLAIN	VICTIM	FOCUS	CONFLICT	STORY	ARTICLE	outlet	leaning	CO	RE	HI	EC	MO
24	491	YOURE_DESTROYING_OUR_FUTURE	ENV.ORGS_ACTIVISTS	GOVERNMENTS_POLITICIANS_POLIT.ORGS	GENERAL_PUBLIC	HERO	FUEL_RESOLUTION	EGALITARIAN	"Supreme Court won&apos;t halt unusual climate change lawsuit brought by children on behalf of & apos;future generations&apos ; WASHINGTON – The Supreme Court refused the Trump administration 's request Friday to block 21 young people from putting a warming planet on trial in Eugene , Ore. The action keeps alive , at least for now , an unusual lawsuit begun in 2015 to force a change in federal environmental policy by declaring a "" climate system capable of sustaining human life "" a civil right . The lawsuit was brought on behalf of children now ages 11 - 22 , as well as future generations . But while refusing to halt the trial , the justices indicated that the U.S. Court of Appeals for the 9th Circuit could do so if the Justice Department asks . That court has refused to intervene in the past . Associate Justices Clarence Thomas and Neil Gorsuch dissented , presumably because they were prepared to stop the trial now . The justices had expressed misgivings about the lawsuit in July , when they refused to stop the legal process but said the breadth of the claims was "" striking . "" Whether those claims should be handled in court "" presents substantial grounds for difference of opinion , "" the court said then . Lawyers for Our Children 's Trust have argued that government policies have deprived the children of their "" constitutional rights to life , liberty , and property , to dignity , to personal security , to a stable climate system capable of sustaining human lives and liberties . "" They want the government to "" prepare an accounting of the nation 's greenhouse gas emissions , and prepare and implement an enforceable national remedial plan "" for reducing carbon emissions . Federal district court Judge Ann Aiken , who has presided over pretrial briefing for more than two years , had scheduled the trial to begin Monday and last up to 12 weeks . "" Courts have an obligation not to overstep the bounds of their jurisdiction , but they have an equally important duty to fulfill their role as a check on any unconstitutional actions of the other branches of government , "" she said last month in denying the government 's effort to stall or dismiss the trial . The Justice Department objected to the time and expense , claiming that the issue was one for Congress , not the courts , to resolve . Its objections were first raised during the Obama administration . "" This suit is an attempt to redirect federal environmental and energy policies through the courts rather than through the political process , by asserting a new and unsupported fundamental due process right to certain climate conditions , "" Solicitor General Noel Francisco argued in court papers . The children on whose behalf the lawsuit was filed , he said , "" can make no credible claim of imminent , irreparable harm . Their alleged injuries stem from the cumulative effects of CO2 emissions from every source in the world over decades . "" Although the case , Juliana v. United States , has yet to reach the trial stage , it has been taught in more than two dozen law schools as well as primary and secondary schools , lawyers for the children said – "" inspiring students of all ages to see themselves in the parchment of the U.S. Constitution . """	usatoday	left_center_bias	False	True	False	False	False
25	559	12_YEARS	NONE	GOVERNMENTS_POLITICIANS_POLIT.ORGS	ANIMALS_NATURE_ENVIRONMENT	VILLAIN	PREVENT_CONFLICT	HIERARCHICAL	"' Next Deepwater Horizon disaster a matter of time ' : Critics slam record offshore oil lease sale The Trump administration has held the biggest lease sale of oil and gas in US history . Environmentalists fear the auction will massively expand fossil fuel production and could lead to the next Deepwater disaster . President Donald Trump on Wednesday sold more than 77 million acres of federal waters in the Gulf of Mexico for offshore oil drilling , an area twice the size of Florida . The lease sale forms part of the Trump administration 's plans to increase domestic energy production by opening up new areas for oil drilling . Oil drilling in the Gulf of Mexico became increasingly controversial after the BP Deepwater Horizon disaster in 2010 , which killed 11 workers and released millions of barrels of crude oil into the Gulf of Mexico . The catastrophe caused $ 17.2 billion - worth of damage to natural resources , according to a study in 2017 commissioned by the US National Oceanic and Atmospheric Administration . Critics of the sale fear the expansion in offshore drilling could devastate marine life and lead to roll - backs in environmental protections . "" Trump is selling off our oceans and selling out coastal communities and marine life to the oil industry , "" said Kristen Monsell , oceans program legal director at the Center for Biological Diversity . "" More drilling and less regulation will make the next Deepwater Horizon disaster only a matter of time . Whales , dolphins and Gulf seafood are already marinating in oil spills and industry wastewater , "" she added . The Interior Department said the sell - off is necessary if America is to maintain energy independence . "" American energy production can be competitive , "" said Vincent DeVito , an energy policy advisor at the Interior Department . "" People need jobs , the Gulf Coast states need revenue , and Americans do not want to be dependent on foreign oil . "" he said . The Gulf of Mexico provides the US with around 1.5 million barrels of oil per day , or roughly 17 percent of its national production total , according to the Energy Information Administration . US crude oil output has grown by more than 20 percent since mid-2016 . The oil industry welcomed the lease sale , with Randall Luthi of the trade group National Oceanic Industry Association noting that the sale on Wednesday "" may draw more interest from industry than we have seen in recent years . "" Meanwhile some NGOs have questioned the economic rationale behind the sale , arguing that the way in which federal assets are sold off does not serve the best interests of US taxpayers . The Project on Government Oversight warned in February that the ' uncompetitive ' lease system used by the government to auction sites allows energy companies to "" secure offshore leases for a pittance . "" It cautioned that the sale in the Gulf of Mexico means "" more publicly owned resources could be turned over to industry at bargain - basement prices . "" The Center for American Progress , a left - leaning policy think tank has echoed this statement , saying in a statement that "" offering a nearly unrestricted supply in a low demand market with a cut rate royalty and almost no competition is bad policy and an inexcusable waste of taxpayer resources . "" Like this story ? Share it with a friend !"	rt	questionable_source	True	False	False	True	False
26	569	12_YEARS	NONE	GOVERNMENTS_POLITICIANS_POLIT.ORGS	ANIMALS_NATURE_ENVIRONMENT	VILLAIN	PREVENT_CONFLICT	HIERARCHICAL	"' It 'll change back ? ' Trump mocked for his ' natural instinct for science ' on climate change While a sobering new UN report on climate change indicates humans might have little time to change our ways to avoid environmental catastrophe , President Trump is n't worried , pointing to scientists "" on both sides of the picture . "" Referencing an uncle who was a professor at Massachusetts Institute of Technology ( whom he never spoke to about climate change ) as apparent proof of his scientific bona fides , Trump told the Associated Press that he has "" a natural instinct for science "" and that the climate goes "" back and forth , back and forth . "" The US president remains unconvinced that human activity is the cause of climate change . While he has backed away from a 2012 claim that the concept was "" created by and for the Chinese in order to make US manufacturing noncompetitive , "" he is now convinced that "" something 's changing and it 'll change back again , "" according to an interview he gave with 60 Minutes on Sunday . Trump 's appointee to the Environmental Protection Agency , Scott Pruitt , notoriously attempted to roll back several key environmental regulations passed under Barack Obama , including the Clean Power Plan , the Clean Water Rule , and a proposed ban on the pesticide chlorpyrifos . Pruitt also oversaw a 23 percent budget cut to the agency and filled science advisory panels with industry representatives instead of unaffiliated scientists . Trump may believe in climate change now , but he remains convinced that scientists who see a human role in the process have "" a very big political agenda . "" Meanwhile , he does n't want to "" sacrifice the economic well - being of our country for something that nobody really knows . "" While some Democrats favor bold moves to address climate change , others – perhaps still shell - shocked by the failure of their 2009 cap - and - trade bill under Obama – shy away from anything more than incremental measures , citing the "" hostile "" political environment in Congress . Rep. Gerry Connolly ( D - VA ) said Democrats should "" focus on the practical and the opportunistic "" in the short term while working toward big - picture "" aspirational goals "" in the long term . Some might argue the concept of a "" long term , "" when it comes to the environment , was rendered irrelevant by the latest UN Intergovernmental Panel on Climate Change report . It projected that humans have until 2030 to drastically reduce greenhouse gas emissions if we want to avoid catastrophic climate change in the form of massive sea level rise , increased drought , permafrost melt , and coral reef die - offs . Think your friends would be interested ? Share this story !"	rt	questionable_source	True	False	False	False	False
27	646	NO_STICKS	LEGISLATION_POLICIES_RESPONSES	LEGISLATION_POLICIES_RESPONSES	GENERAL_PUBLIC	VILLAIN	PREVENT_RESOLUTION	INDIVIDUALISTIC	"Conservation Is n't the Solution to California 's Water Problems In January , California 's Jerry Brown became the first governor in the state 's history to declare a state of emergency for a drought and a flood simultaneously . On Friday , Brown lifted the drought emergency in all but four counties ( Fresno , Kings , Tulare , and Tuolumne counties ) . But , rather than lift the burdensome water regulations implemented to cope with the drought , he announced that many of those regulations would remain intact , even though the flood emergency remains . Brown 's latest plan , "" Making Water Conservation a California Way of Life , "" allows the state to oversee conservation goals it sets in urban water - management agencies , as well as to permanently prohibit activities it deems wasteful of the water supply . It also creates more stringent standards for establishing these water - use goals . Brown has indicated that he hopes to expand the state 's water supply with new sources of water , but his focus on making conservation "" a way of life "" — in a time when California 's streets are flooding — suggests otherwise . Certainly , Californians — and everyone else — ought to find ways to responsibly use natural resources such as water . Mandating conservation , however , is drastically different from incentivizing it . Even though there is no longer a drought state of emergency in their state , Californians will be fined if they wash their automobiles with hoses "" not equipped with a shut - off nozzle , "" water lawns in a way that results in water run - off , or hose off sidewalks . The plan also gives urban government agencies until 2025 to comply with their conservation targets , limiting the water usage of Californians . But water conservation can only go so far . California ought to begin expanding its water supply rather than incessantly regulate how citizens use water , especially now that the governor does n't retain the broad powers spelled out under the drought state of emergency ( Brown 's flood state of emergency does n't give him the same power to regulate water use ) . John Woodling of the Sacramento Regional Water Authority told the Sacramento Bee that Brown 's assertion of state power in this area will give it "" permanent , unchecked control over local water management decisions . "" And , as Brown 's plan begins to drive water consumption down , Woodling said , it could hurt the economy . Governor Brown has pushed two contradictory agendas for months . Now , even he has concluded that California is no longer in a drought . It 's time for these conservation regulations to be lifted and for the state to do what it should have done a long time ago : look to expand its water supply ."	National Review	right_bias	True	True	False	False	False
28	716	12_YEARS	NONE	GOVERNMENTS_POLITICIANS_POLIT.ORGS	GENERAL_PUBLIC	VILLAIN	PREVENT_CONFLICT	HIERARCHICAL	"Trump dismisses climate change question by contradicting himself on hurricanes Trump , speaking to reporters aboard Air Force One on Thursday after touring damage from Hurricane Irma on Florida 's west coast , said "" we 've had bigger storms than this "" when asked about climate change . "" If you go back into the 1930s and the 1940s , and you take a look , we 've had storms over the years that have been bigger than this , "" Trump said . "" If you go back into the teens , you 'll see storms that were as big or bigger . So we did have two horrific storms , epic storms , but if you go back into the ' 30s and ' 40s , and you go back into the teens , you 'll see storms that were very similar and even bigger , OK ? "" In response to this story , a White House aide pointed CNN to a recent NOAA report that found that it is "" premature to conclude that human activities ... have already had a detectable impact on Atlantic hurricane or global tropical cyclone activity . "" That same report , however , found that human activity "" may have already caused changes "" and that global warming "" will likely cause tropical cyclones globally to be more intense on average "" and "" lead to an increase in the occurrence of very intense tropical cyclone(s ) . "" Trump campaigned on a platform that rejected much of the scientific community 's findings on climate change , arguing that the Obama administration used climate science too often to restrict business growth . Trump pulled out of the Paris Climate accords earlier this year and had previously had called climate change a "" hoax "" perpetrated by the Chinese . Trump 's comments Thursday go against the hyperbolic language he used in the lead - up and aftermath of Hurricane Harvey and Hurricane Irma . "" Hurricane Irma is of epic proportion , perhaps bigger than we have ever seen , "" Trump tweeted as Irma moved closer to Florida . Earlier this month he tweeted , "" Hurricane looks like largest ever recorded in the Atlantic ! "" And on Thursday in Florida , before his comments aboard Air Force One about climate change , Trump said the people of Florida experienced something "" the likes of which we can say really say nobody 's ever seen before . "" "" They 've never seen a category like this come in because it came in really at a five , "" he said . Top Trump administration officials have repeatedly dodged questions about how climate change affected the damage done by hurricanes Harvey and Irma , saying the issue should be discussed at a later date . said last week it was "" insensitive "" to address global warming at this time . said last week it was "" insensitive "" to address global warming at this time . EPA Administrator Scott Pruitt said last week it was "" insensitive "" to address global warming at this time . Mick Mulvaney , the director of the White House 's Office of Management and Budget , told CNN that climate change is a "" longer discussion on another day "" and a "" big topic for the media . "" And both FEMA administrator Brock Long and acting Homeland Security Secretary Elaine Duke avoided explicitly answering when asked Tuesday whether the government needs to be more focused on climate change because of the storms . Trump 's visit to tour hurricane damage on Thursday was his second trip in as many weeks . Trump toured the Houston area earlier this month after Hurricane Harvey brought massive flooding to the city . The storm and subsequent damage could end up being the costliest natural disaster in US history ."	CNN	left_bias	False	False	False	False	False
29	734	OFFICIALS_DECLARE_EMERGENCY	GOVERNMENTS_POLITICIANS_POLIT.ORGS	GOVERNMENTS_POLITICIANS_POLIT.ORGS	ANIMALS_NATURE_ENVIRONMENT	HERO	FUEL_RESOLUTION	HIERARCHICAL	"California Democrats and Republicans unite to defy Trump with climate change bill Donald Trump has singlehandedly been working to set back U.S. climate policy 50 years . He outraged the world by exiting the Paris climate agreement . He fired scientists from government advisory positions . He signed a bill to let coal mines dump waste into streams . He is trying to undo the Clean Power Plan , fuel economy standards for cars , offshore drilling restrictions , and solar tax credits . But at the state level , politicians are fighting back , and nowhere more so than in California . On Monday , the California state legislature passed a sweeping deal to extend the state 's current cap and trade program until 2030 . The law requires businesses to buy credits based on their volume of greenhouse pollution . The passage of this bill is a rare bipartisan victory . Democrats control both chambers of the California legislature , but the bill required a supermajority . Republicans cast the deciding votes , amid the endorsement of prominent California GOP politicians like former Gov. Pete Wilson . California has been at the forefront of the climate change fight ever since Trump was elected . Gov. Jerry Brown made news in December for telling Trump that if he scuttles climate research satellites , "" California will launch its own damn satellites . "" More recently , Brown helped found the United States Climate Alliance , a group of state and local governments pledging to abide by the Paris climate agreement even after the federal government withdraws . So far , 10 states , including two with Republican governors , have joined , as well as several major cities . Even if Trump is willing to turn his back on our allies and our future to roll back the clock on environmental protection , states like California are standing up and assuming the mantle of leadership . The fight for the environment is a fight for the secure future of human civilization , and Trump can not stop that fight ."	Shareblue	left_bias	True	True	False	False	True
30	87	OFFICIALS_DECLARE_EMERGENCY	GOVERNMENTS_POLITICIANS_POLIT.ORGS	CLIMATE_CHANGE	ANIMALS_NATURE_ENVIRONMENT	HERO	FUEL_RESOLUTION	HIERARCHICAL	"Republican governor appoints Florida 's first chief science officer ( CNN ) Republican Florida Gov. Ron DeSantis appointed the state 's first chief science officer on Monday , marking what he called the state 's "" commitment to science - based solutions . "" DeSantis appointed Thomas Frazer , a biologist who has been director of the University of Florida 's School of Natural Resources and Environment since 2012 and previously worked as acting director of the UF Water Institute . In the new position , he will coordinate Florida 's research , data and scientific work and make sure officials have the scientific analysis they need to tackle the state 's environmental problems . Frazer 's research has looked at pollution 's effects on water . He 's also worked on research involving climate change . He 's been on the faculty advisory committee with the UF Climate Institute and served as chairman of the Climate Science Faculty Committee . Climate change will be a part of his office 's mission . "" We have to look at the facts of what is going on in the environment and can we bring science to bear on those changes happening now and in the future ? "" Frazer said . Asked whether he thought climate change was a threat to Florida , DeSantis said the issue was "" politicized "" but noted that he considers sea - level rise a serious threat . "" My environmental policy is just to do things that benefit Floridians . And the idea that you 're signing up for some type of agenda -- I do n't want to ... send a signal that that 's what I 'm doing because I 'm not doing that , "" DeSantis said . "" This is what we 're going to do . We 're going to do what works . "" DeSantis said the appointment keeps with his promise to make "" sound science "" a Florida priority . "" As one of Florida 's leading environmental researchers , Dr. Frazer understands the unique water issues facing our state and the actions we must take to solve them , "" he said Monday . "" Since day one , my administration has been laser focused on addressing our pressing environmental challenges . "" On January 10 , DeSantis signed an Executive Order that pledged to secure $ 2.5 billion over the next four years to restore the Everglades . It created the Blue - Green Algae Task Force and promised to work with local communities to invest in green infrastructure . It also created the chief science officer position . Frazer will have his work cut out for him . In July , Scott declared a state of emergency for several counties to help local governments deal with an unprecedented toxic algal bloom that killed thousands of marine animals , including dolphins and manatees . The bloom , which affected more than 100 miles of Florida shoreline , also sent people to the doctor with respiratory problems and eye issues . below sea level by 2100 , Sea level rise alone is projected to outpace the global average for Southeast Florida . The region could see nearly a foot more of water in the short term . There 's also a chance that more than $ 346 billion in property value will bebelow sea level by 2100 , studies show Frazer said he 's honored by the appointment . "" Our environment and waterways make Florida unique , "" he said . "" I look forward to working with the governor and the Department of Environmental Protection on ways we can use sound science and research to improve our state 's water quality and protect the environment . """	cnn	left_bias	False	True	False	True	False
31	533	TECHNOLOGICAL_OPTIMISM	GREEN_TECHNOLOGY_INNOVATION	INDUSTRY_EMISSIONS	GENERAL_PUBLIC	HERO	FUEL_RESOLUTION	EGALITARIAN	"Viewpoint : The Indian state to become a global leader in clean energy India 's southern state of Tamil Nadu is poised to become a global leader in wind power , according to a new report . But first the state must overcome its addiction to coal , writes Nityanand Jayaraman . The report - by the US - based Institute of Energy Economics and Financial Analysis - predicts that by 2027 , more than half of Tamil Nadu 's power will be generated by "" zero emissions "" technologies - notably solar and wind . The state 's current capacity to generate wind power - 7.85 gigawatts ( GW ) - is already impressive considering it is higher than that of Denmark or Sweden . But the report estimates that it could double over the next decade , and that solar installations too could increase six - fold to reach 13.5GW . If that happens , clean , renewable energy would account for 67 % of Tamil Nadu 's capacity , which could revive the state 's debt - ridden utility . But in order to harvest that potential , Tamil Nadu needs to transform its power sector . Tamil Nadu 's population is three times that of Australia and its per capita GDP is on a par with Sri Lanka and Ukraine . It could prove to be an example of how emerging economies can grow while slashing their carbon emissions . Assuming Tamil Nadu 's GDP will grow at an annual rate of 7 % , the report suggests that much of this growth can be driven by renewables . Installation and operating costs for wind and solar power have dropped low enough to compete with established but dirty sources of power such as coal . But that is where reality tempers the possibilities . The report argues that not only does Tamil Nadu not need coal or nuclear power , but that these projects are financially fraught . Electricity from new coal power plants is likely to be twice as expensive as solar or wind power . But , despite the bleak financial prospects , Tamil Nadu currently has 22.5GW of coal power plants in the pipeline . Pursuing these ventures will weaken the state utility 's finances and its ability to invest in smarter , cleaner alternatives . There are other challenges too . Wind power can be generated only from May to October . Even during those months , production can not reach its peak because the state does not have a large enough grid to convey excess electricity to other states . So , they will have to slow down generation from other sources . This also means the state is unable to import cheap power from other states during the remaining seven months when wind power is not feasible . Work is afoot to change this but its not guaranteed that the improvements will ensure that the grid can cope with the predicted generation . Integrating power from seasonal sources like wind requires a smart grid - one with a sophisticated system of supply and management that can adjust to variations in demand . On this count too , Tamil Nadu has a long way to go . But the biggest limiting factor for the state is likely to be water . Between climate change and reckless exploitation and pollution of rivers , streams and lakes , Tamil Nadu is staring at a bleak water future . At least 60 % of groundwater resources in the state are assessed as over - exploited , critical or semi - critical , according to India 's Central Ground Water Board . In April 2017 , Tamil Nadu farmers camped out in India 's capital , Delhi , staging dramatic protests - stuffing dead rats in their mouths , stripping themselves naked in front of Prime Minister Narendra Modi 's home and drinking their own urine - to underscore the intensity of the drought back home . In June 2017 , villagers in Tamil Nadu 's parched Ramanathapuram district were protesting against a solar power plant - they alleged that more than 200,000 litres of scarce water was being extracted illegally from bore wells to clean the 250,000 solar modules daily . Utility - scale solar farms - massive projects that supply power to the gird - such as the one in Ramanathapuram need to be re - evaluated , especially if they are to run in areas where water is scarce . The report predicts that Tamil Nadu will have 10.3GW of utility - scale solar installations by the end of this decade and only about 2GW of rooftop installations . Given that both the availability of sunlight and the demand for electricity are decentralised , it makes sense to maximise rooftop solar installations rather than to invest in large solar parks . The overall direction , if not the magnitude and rate of change , laid out in the report is not just possible but essential both financially and environmentally . A healthy and environmentally sustainable future requires more than just switching from dirty coal to wind or solar power . But the bigger challenge lies not in decoupling growth from carbon emissions but in decoupling human wellbeing and progress from growth ."	bbc	left_center_bias	True	True	False	True	False
32	576	GORE	SCIENCE_EXPERTS_SCI.REPORTS	GOVERNMENTS_POLITICIANS_POLIT.ORGS	ANIMALS_NATURE_ENVIRONMENT	VILLAIN	FUEL_RESOLUTION	HIERARCHICAL	Trump 's words and actions threaten to derail climate change efforts Donald Trump is threatening to derail climate change efforts with his persistent denial of global warming , claim scientists . Pulling the US from the Paris Agreement has opened the flood gates as several others , including Russia and Turkey , follow his lead . Trump removed the US , the second greatest source of greenhouse gas emissions in the world , from the Paris Agreement as one of his first major presidential acts . One expert has published a study and said that the withdrawal of the US from the 2015 Paris Agreement as well as Trump 's ill - informed remarks on climate change could have long - lasting and severe ramifications . A United Nations - sponsored climate summit in Poland has kicked off today which brings together experts from around the world as leading figures in the UN claim our planet has reached a ' crossroads ' . They say the next two years are crucial to our success if we are to successfully halt global warming . A study , from the Institute of International and European Affairs , says Trump 's decision has created the ' moral and political cover for others to follow suit ' in leaving the agreement . It also claims it has soured the atmosphere and damaged goodwill in the international arena . 'The Paris agreement sent a shiver down the spine of institutional investors globally and made them question if they were exposed to stranded assets and whether these political leaders were really serious about climate change , ' said Joseph Curtin , a senior fellow at the IIEA.'There 's absolutely no doubt that the Trump effect has created a sense of uncertainty in terms of the political commitment to achieve anything close to a 2 ° C target . ' The Paris Agreement , which was first signed in 2015 , is an international agreement to control and limit climate change . It hopes to hold the increase in the global average temperature to below 2 ° C ( 3.6 ° F ) ' and to pursue efforts to limit the temperature increase to 1.5 ° C ( 2.7 ° F)'Sir David Attenborough will be in attendance in the ' people 's seat ' to represent the people who are affected by global warming . He gave a speech at the opening ceremony of the summit and said : '' We are facing a man - made disaster of global scale . ' Our greatest threat in thousands of years . Climate Change . 'The Conference of the Parties ( COP ) comes shortly after the Intergovernmental Panel on Climate Change ( IPCC ) announced the intention to limit global temperature rise to 1.5 ° C . This gathering has been pegged as the most influential since the 2015 ratification of the Paris Agreement . It claimed that to achieve this goal , governments around the world would have to cut greenhouse gas emissions by 45 per cent by 2030 . Four influential previous presidents of the talks called for decisive action to reach these targets . They said the planet sits at a ' crossroads ' and urged action to cut emissions and reach Paris targets . Antonio Guterres , UN Secretary - General , said this period of time is ' a matter of life and death ' for countries around the world . A statement from the former chiefs came a day before the summit was scheduled to begin and is a highly unusual move . It earmarked the next two years as a key opportunity to help halt climate change . It read : ' What ministers and other leaders say and do in Katowice at COP24 will help determine efforts for years to come and either bring the world closer to meeting the goals of the Paris Agreement - including protecting those most vulnerable to climate change - or push action further down the road . ' Any delay will only make it harder and more expensive to respond to climate change . ' The statement was issued by Frank Bainimarama of Fiji , Salaheddine Mezouar of Morocco , Laurent Fabius of France and Manuel Pulgar Vidal of Peru . In a report released ahead of the climate summit in Poland , the World Meteorological Organisation ( WMO ) pointed out that the 20 warmest years on record have been in the past 22 years . It found that 2018 is on course to be the 4th warmest year on record and we 're the ' last generation to be able to do something about it ' . The UN agency said in its provisional report that ' the past four years - 2015 , 2016 , 2017 and 2018 - are also the four warmest years in the series ' .	dailymail	questionable_source	False	True	False	False	False
33	601	NO_NEED_TO_ACT	SCIENCE_EXPERTS_SCI.REPORTS	ENV.ORGS_ACTIVISTS	NONE	HERO	FUEL_CONFLICT	INDIVIDUALISTIC	"Bill Nye Freaks Out After Scientist Schools Him On Climate Change Comedian Bill Nye accused CNN of doing a "" disservice "" to its viewers for inviting a well - respected physicist on Earth Day to argue about the legitimacy of man - made global warming . Nye , who is well known for hosting a children 's TV show in the 1990s , scolded CNN 's "" New Day Saturday "" panel Saturday for pitting his environmentalist pedigree against the climate skepticism of physicist William Happer . He also suggested the 24 - news channel should instead drown out people like Happer with 98 scientists who believe in man - made global warming . "" And I will say , much as I love the CNN , you 're doing a disservice by having one climate change skeptic and not 97 or 98 scientists or engineers concerned about climate change , "" Nye said after the Princeton University academic suggested that it is a "" myth "" to believe that carbon dioxide is a pollutant causing widespread ecological destruction . "" Carbon dioxide is a perfectly natural gas , it 's just like water vapor , it 's something that plants love . They grow better with more carbon dioxide , and you can see the greening of the earth already from the additional carbon dioxide in the atmosphere , "" he added . He went on to say that Nye 's views on science are backward . Science is based on observation , Happer said , "" [ a]nd if you observe what 's happening to , for example , the temperature , the temperature is not rising nearly as fast as the alarmist computer models predicted . It 's much , much less — factors of two or three less . "" Happer , a science adviser to President Donald Trump , made public his skeptical views on climate change in January . He told reporters that climate change is "" tremendously exaggerated , "" adding that climate research is important , "" but I think it 's become sort of a cult movement in the last five years . "" Nye , who has a degree in engineering but no professional science background , called Happer 's position "" completely wrong , "" and suggested the physicist was "" cherry picking a certain model . "" Some scientists maintain people like Nye are the ones cherry - picking data . Climate models predicted Antarctic sea ice would shrink , and that climate change would boost snowfall in the southern hemisphere , yet neither of those predictions have panned out . In fact , scientists now say "" natural variability "" is overwhelming their models . Scientists with Columbia University 's Earth Institute , for instance , found there 's been almost no change in Antarctica 's snowfall . They blamed strong "" natural variability "" for the models ' failures . Scientists have also warned that Antarctica has been losing 147 gigatons of ice per year for years , mostly from melting on the northern Antarctic Peninsula . A NASA conducted in 2015 , meanwhile , found Antarctica 's ice sheet increased in mass from 1992 to 2008 , which essentially offset ice melting in the western part of the Antarctic . Nye , for his part , has been one of the most belligerent apostle for the environmental movement . He 's even suggested that throwing global warming skeptics in jail could be a potential solution , during an interview with the conservative Committee for a Constructive Tomorrow . Content created by The Daily Caller News Foundation is available without charge to any eligible news publisher that can provide a large audience . For licensing opportunities of our original content , please contact [ email protected ] ."	The Daily Caller	right_bias	True	False	False	False	False
34	678	COLLAPSE_IS_IMMINENT	ENV.ORGS_ACTIVISTS	GOVERNMENTS_POLITICIANS_POLIT.ORGS	GENERAL_PUBLIC	VILLAIN	FUEL_RESOLUTION	EGALITARIAN	An Open Letter To Senators Cruz And Cornyn Of Texas Republican politicians often evoke the Bible when it suits their purposes . But they disregard some of its most important teachings when formulating policy . This includes the story of Noah 's Ark. Noah 's story holds powerful lessons for us today . We live in a time when it has become absolutely clear that global warming is starting to have a devastating affect on our lives . From super storms and floods like the disaster unfolding in Houston , to droughts and fires of unprecedented magnitude , the direct effects of climate change are now impossible to ignore . Rising sea levels will put whole swaths of coastal cities like Miami under water before the end of the century . Yet despite such ample evidence and warnings , the Republican Party still chooses to ignore the reality . And sometimes I wonder whether any amount of evidence could convince you to act . After all , we have a surplus of evidence . What is lacking is the political will of Republican elected officials , like you , to do anything about it . The catastrophe unfolding in Houston is yet another stark warning . People are losing their homes and their jobs . Some have lost their lives . Scientists expect monster storms like Hurricane Harvey to increase in number — and intensify in magnitude — as warmer temperatures disrupt weather systems around the world . As I write , Hurricane Irma ― a terrifying superstorm with the highest wind speeds ever recorded in the Atlantic ― is cutting a destructive path through the Caribbean . Cities like Houston and New Orleans , on the Gulf of Mexico , face the threat of severe and life - threatening impacts . We have a moral responsibility to address this urgent threat . But Republicans do n't want to talk about the problem — or even admit it exists . Instead , the Republican strategy has consisted of aggressive denial of the facts coupled with staunch obstruction of any serious action to address the problem . Tragically , no industry has done more to block crucial action to address climate change than the oil industry . In fact , as Hurricane Harvey barreled towards Houston , two Harvard researchers were simultaneously releasing a report that detailed how Exxon Mobil spent decades lying to the American people about climate change . Now Exxon , along with other major oil corporations like Valero , Shell , Citgo and Phillips 66 , has been forced to shut down its Houston refinery because of flooding from the storm . Port Arthur , the planned terminus of the Keystone XL pipeline , is completely under water . The executives of these oil companies are bearing witness to the boomerang effect of burning fossil fuels . They are glimpsing a future that millions of Americans will face as the climate crisis intensifies . Senators , I hope that you will take some time to reflect . Few politicians have done more to prevent action on climate change than the two of you , which I suspect may have something to do with the $ 5.6 million you 've taken from the oil and gas industry over the years . But with so many citizens of your state suffering the direct consequences of climate change , I hope you can summon the moral courage to change course . We face an existential threat , and in the face of this , your specious economic arguments and lame , fossil fuel - endorsed excuses fall flat . We know that fighting climate change will reduce costs and create millions of jobs . We have the knowledge and technology needed to prevent future catastrophes . By doing so , we will create broad prosperity , cleaner air and water , cheaper energy for all , and , most importantly , we will save lives . Just as the evidence of crisis has made itself apparent in Texas , so has the fact that clean energy provides a better path for all made itself evident in the Lone Star State . Texas leads the nation in wind power generation , and it 's on the way to becoming a solar energy powerhouse . Senators , it 's time for you to join the team that is trying to do the right thing – not just in the short run , but with an eye to our shared future . The people of Texas need you to get on board with the biggest economic opportunity of the 21st century : clean energy technology that will save lives , create jobs , and protect the amazing creation we all call home . On behalf of NextGen America , please know that the people of Houston are in our thoughts and prayers . We are also fully engaged in fundraising efforts to assist our fellow citizens affected by this catastrophe . Words do not suffice in a tragedy like this . This is a time for action – action to care for our fellow citizens in the face of disaster , and action to prevent a systemic worsening of the climate crisis by heeding the warning and doing what is right .	The Huffington Post	left_bias	True	True	True	True	True
